Country,State,Place,Address,Ratings,Reviews,Best_Time_to_Visit,Latitude,Longitude
France,Provence-Alpes-Côte d'Azur,Random Place 2 - 1348,"Random Place 2 Road, Provence-Alpes-Côte d'Azur, France",4.9,Amazing place to visit!,Summer,-50.715453,56.569354
France,Provence-Alpes-Côte d'Azur,Random Place 2 - 1709,"Random Place 2 Road, Provence-Alpes-Côte d'Azur, France",4.3,Loved the experience!,Winter,26.992924,66.78913
France,Provence-Alpes-Côte d'Azur,Random Place 2 - 654,"Random Place 2 Road, Provence-Alpes-Côte d'Azur, France",4.4,Highly recommended!,Autumn,51.490504,-108.361479
France,Provence-Alpes-Côte d'Azur,Random Place 2 - 910,"Random Place 2 Road, Provence-Alpes-Côte d'Azur, France",4.5,Amazing place to visit!,Autumn,42.067749,-122.827626
France,Provence-Alpes-Côte d'Azur,Random Place 2 - 3753,"Random Place 2 Road, Provence-Alpes-Côte d'Azur, France",3.7,Great for photography!,Summer,76.693629,-49.695313
France,Provence-Alpes-Côte d'Azur,Random Place 2 - 4393,"Random Place 2 Road, Provence-Alpes-Côte d'Azur, France",4.0,Peaceful and relaxing.,Winter,66.466405,-28.045127
France,Provence-Alpes-Côte d'Azur,Random Place 2 - 2669,"Random Place 2 Road, Provence-Alpes-Côte d'Azur, France",4.5,Highly recommended!,Winter,-20.069621,153.245229
France,Provence-Alpes-Côte d'Azur,Random Place 2 - 2606,"Random Place 2 Road, Provence-Alpes-Côte d'Azur, France",4.7,Breathtaking view!,Summer,-41.772806,142.823878
France,Provence-Alpes-Côte d'Azur,Random Place 2 - 1185,"Random Place 2 Road, Provence-Alpes-Côte d'Azur, France",5.0,A must-visit location!,Winter,37.306644,132.85955
France,Provence-Alpes-Côte d'Azur,Random Place 2 - 4139,"Random Place 2 Road, Provence-Alpes-Côte d'Azur, France",3.7,Loved the experience!,Autumn,34.531426,-168.334027
France,Provence-Alpes-Côte d'Azur,Random Place 2 - 2497,"Random Place 2 Road, Provence-Alpes-Côte d'Azur, France",4.6,Great for photography!,Spring,-78.339342,158.390383
France,Provence-Alpes-Côte d'Azur,Random Place 2 - 656,"Random Place 2 Road, Provence-Alpes-Côte d'Azur, France",4.3,Breathtaking view!,Spring,43.831287,167.135286
France,Provence-Alpes-Côte d'Azur,Random Place 2 - 2018,"Random Place 2 Road, Provence-Alpes-Côte d'Azur, France",3.9,Great for photography!,Winter,26.332147,0.191088
France,Provence-Alpes-Côte d'Azur,Random Place 2 - 962,"Random Place 2 Road, Provence-Alpes-Côte d'Azur, France",3.6,Breathtaking view!,Summer,25.634677,50.309816
France,Provence-Alpes-Côte d'Azur,Random Place 2 - 3235,"Random Place 2 Road, Provence-Alpes-Côte d'Azur, France",4.1,Breathtaking view!,Winter,-27.720506,-2.055936
France,Provence-Alpes-Côte d'Azur,Random Place 2 - 4472,"Random Place 2 Road, Provence-Alpes-Côte d'Azur, France",4.4,Loved the experience!,Winter,-17.371243,14.683727
France,Provence-Alpes-Côte d'Azur,Random Place 2 - 1427,"Random Place 2 Road, Provence-Alpes-Côte d'Azur, France",4.5,Amazing place to visit!,Autumn,-70.613253,21.403473
France,Provence-Alpes-Côte d'Azur,Random Place 2 - 4660,"Random Place 2 Road, Provence-Alpes-Côte d'Azur, France",4.2,Loved the experience!,Summer,-42.088859,-57.087272
France,Provence-Alpes-Côte d'Azur,Random Place 2 - 2604,"Random Place 2 Road, Provence-Alpes-Côte d'Azur, France",3.7,Peaceful and relaxing.,Winter,39.565934,-10.668198
France,Provence-Alpes-Côte d'Azur,Random Place 2 - 205,"Random Place 2 Road, Provence-Alpes-Côte d'Azur, France",3.8,Peaceful and relaxing.,Summer,-5.316598,-80.254826
France,Provence-Alpes-Côte d'Azur,Random Place 2 - 2488,"Random Place 2 Road, Provence-Alpes-Côte d'Azur, France",4.0,Great for photography!,Summer,53.006331,55.073666
France,Provence-Alpes-Côte d'Azur,Random Place 2 - 3858,"Random Place 2 Road, Provence-Alpes-Côte d'Azur, France",4.6,Amazing place to visit!,Winter,74.886917,52.096566
France,Provence-Alpes-Côte d'Azur,Random Place 2 - 1405,"Random Place 2 Road, Provence-Alpes-Côte d'Azur, France",3.9,A must-visit location!,Autumn,74.021213,77.429067
France,Provence-Alpes-Côte d'Azur,Random Place 2 - 3115,"Random Place 2 Road, Provence-Alpes-Côte d'Azur, France",4.1,Loved the experience!,Winter,62.727579,103.295267
France,Provence-Alpes-Côte d'Azur,Random Place 2 - 2629,"Random Place 2 Road, Provence-Alpes-Côte d'Azur, France",4.7,Great for photography!,Spring,46.521264,63.687427
France,Provence-Alpes-Côte d'Azur,Random Place 2 - 281,"Random Place 2 Road, Provence-Alpes-Côte d'Azur, France",4.1,Highly recommended!,Autumn,14.129659,-24.189736
France,Provence-Alpes-Côte d'Azur,Random Place 2 - 2298,"Random Place 2 Road, Provence-Alpes-Côte d'Azur, France",4.4,Amazing place to visit!,Spring,34.290361,164.025555
France,Provence-Alpes-Côte d'Azur,Random Place 2 - 1794,"Random Place 2 Road, Provence-Alpes-Côte d'Azur, France",3.5,Great for photography!,Summer,-56.181229,145.658683
France,Provence-Alpes-Côte d'Azur,Random Place 2 - 849,"Random Place 2 Road, Provence-Alpes-Côte d'Azur, France",4.5,Loved the experience!,Spring,29.057992,139.679199
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 3977,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",3.8,Highly recommended!,Winter,48.459688,-35.179825
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 3329,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.4,A must-visit location!,Winter,0.604772,0.412445
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 2462,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",3.9,Loved the experience!,Summer,0.76087,-129.418496
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 4200,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.5,Highly recommended!,Spring,-88.448443,32.575075
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 3232,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",3.5,Amazing place to visit!,Autumn,-56.881146,45.702103
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 2401,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.8,Amazing place to visit!,Autumn,-63.858673,176.01219
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 1594,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.6,Breathtaking view!,Winter,4.249699,-177.819129
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 3443,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.5,Amazing place to visit!,Summer,-12.666437,38.358037
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 839,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",3.9,Amazing place to visit!,Spring,-11.301876,-45.430915
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 1819,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.0,Highly recommended!,Winter,18.480348,79.906918
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 1951,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.8,Breathtaking view!,Autumn,33.340864,24.010345
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 434,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",3.6,A must-visit location!,Spring,21.906476,135.317537
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 2490,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.4,A must-visit location!,Autumn,-65.750738,39.884998
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 2516,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",3.8,Great for photography!,Winter,3.773146,103.236446
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 3321,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.8,A must-visit location!,Winter,11.087691,133.526785
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 4722,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.4,A must-visit location!,Autumn,-33.827504,-67.049636
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 434,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.9,Amazing place to visit!,Autumn,9.428586,130.120884
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 271,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.4,Great for photography!,Spring,84.895905,154.31288
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 4679,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.9,Amazing place to visit!,Summer,4.838527,93.786138
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 3716,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.2,Great for photography!,Winter,-28.079608,51.707857
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 4641,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.4,Great for photography!,Summer,42.850868,-0.731877
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 995,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",3.7,Breathtaking view!,Spring,32.5146,-176.710281
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 4083,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",3.8,Loved the experience!,Winter,-47.722317,-101.699219
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 2025,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.2,Highly recommended!,Spring,-78.416953,-21.417821
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 2856,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.1,Peaceful and relaxing.,Summer,-7.417953,2.411706
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 1580,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.1,A must-visit location!,Autumn,39.479127,-76.739506
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 4195,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",3.5,Amazing place to visit!,Autumn,87.076463,-148.282506
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 1067,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.7,A must-visit location!,Summer,-61.067587,-12.576053
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 766,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.2,Amazing place to visit!,Spring,-49.205782,-44.186585
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 1703,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.9,Highly recommended!,Spring,67.573701,-120.924687
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 4083,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.9,Highly recommended!,Autumn,-22.091142,-54.842259
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 2450,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",3.6,Great for photography!,Autumn,-18.756229,-123.233317
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 2485,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",3.7,Breathtaking view!,Winter,-36.904625,95.970303
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 2173,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.9,A must-visit location!,Spring,60.427746,-28.032356
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 1726,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.5,Highly recommended!,Autumn,-30.840876,-53.898569
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 3378,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",3.5,Loved the experience!,Summer,29.393367,90.171028
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 3476,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.9,Highly recommended!,Summer,70.132049,85.015523
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 764,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.7,Peaceful and relaxing.,Spring,59.019153,145.418838
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 2684,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.3,Great for photography!,Summer,-54.166479,-96.933046
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 841,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.5,Highly recommended!,Winter,13.819137,23.502315
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 513,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.2,Amazing place to visit!,Spring,-81.471045,39.146172
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 3901,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.2,Breathtaking view!,Spring,-50.872087,-127.288607
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 4827,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",3.9,Loved the experience!,Winter,-66.109897,-164.38233
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 1708,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.1,Breathtaking view!,Winter,37.167679,111.421887
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 3617,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.7,Amazing place to visit!,Winter,-63.793488,-106.939331
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 1677,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.7,Loved the experience!,Winter,-58.811335,-127.976516
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 2644,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.7,Breathtaking view!,Spring,8.881935,-113.718736
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 1,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",5.0,Highly recommended!,Summer,9.961734,53.364214
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 1652,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.9,Amazing place to visit!,Winter,-82.704815,101.040454
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 4097,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.1,Highly recommended!,Autumn,-6.8097,11.365821
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 297,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",3.8,A must-visit location!,Spring,-0.404398,-114.730296
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 713,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.0,Loved the experience!,Autumn,38.093716,127.89194
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 2156,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.6,A must-visit location!,Winter,57.787278,-79.757286
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 4911,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.2,Loved the experience!,Summer,-68.875969,152.115568
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 4987,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",3.9,Loved the experience!,Winter,-39.619791,-94.166527
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 3273,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.6,Peaceful and relaxing.,Summer,72.218004,-88.497084
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 283,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.6,Peaceful and relaxing.,Autumn,-2.629064,155.629382
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 4322,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.5,Amazing place to visit!,Spring,-3.775339,11.773085
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 1986,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",3.8,Breathtaking view!,Autumn,-80.333628,36.171366
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 260,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.0,Peaceful and relaxing.,Summer,-43.740787,24.587839
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 611,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.0,Peaceful and relaxing.,Summer,38.311454,130.833679
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 2886,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",3.5,Breathtaking view!,Summer,-10.628436,138.823362
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 4435,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.6,Peaceful and relaxing.,Autumn,-63.391705,34.893862
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 1839,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.3,Peaceful and relaxing.,Autumn,80.297059,-156.114228
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 1373,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",3.9,Peaceful and relaxing.,Winter,29.910025,91.155395
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 2747,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.2,Great for photography!,Summer,14.945738,152.061805
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 2686,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.8,Amazing place to visit!,Spring,41.162257,-161.028969
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 2551,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",3.8,Loved the experience!,Autumn,-84.975095,-84.171132
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 1536,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.7,Loved the experience!,Spring,-41.813343,51.655048
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 1656,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.2,Loved the experience!,Winter,-72.336218,-158.276985
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 3136,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.2,Breathtaking view!,Spring,-64.225571,12.592314
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 1007,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.4,Peaceful and relaxing.,Spring,0.141141,11.70979
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 3280,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",3.9,Breathtaking view!,Winter,-27.258915,-33.36056
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 2520,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.0,Great for photography!,Summer,-25.497541,-165.261124
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 2742,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",3.7,A must-visit location!,Spring,77.202875,0.493216
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 1537,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.5,A must-visit location!,Winter,23.105915,-61.860293
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 789,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.6,Peaceful and relaxing.,Winter,40.569365,140.890691
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 4252,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",5.0,Breathtaking view!,Autumn,-68.085996,-124.673015
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 4344,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.9,A must-visit location!,Winter,-39.289926,55.172894
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 4143,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.4,Great for photography!,Summer,24.774667,-140.66464
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 2287,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.1,Peaceful and relaxing.,Autumn,0.501122,-12.541759
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 3921,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",3.5,Loved the experience!,Spring,-59.085446,-107.985635
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 1627,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.5,Peaceful and relaxing.,Summer,35.703953,-171.668872
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 2406,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.5,Great for photography!,Spring,-22.567189,112.32191
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 3062,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.3,Highly recommended!,Winter,-29.770145,98.894387
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 1394,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",3.7,Peaceful and relaxing.,Autumn,9.664471,-153.675842
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 40,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",3.8,Breathtaking view!,Winter,64.44432,88.454682
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 673,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",3.9,Peaceful and relaxing.,Autumn,-87.90614,-36.635348
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 720,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.3,Highly recommended!,Spring,-19.790376,-87.338955
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 4401,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.8,Great for photography!,Spring,62.163751,-171.01793
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 2737,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",3.8,Peaceful and relaxing.,Autumn,-41.853713,75.098542
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 3431,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",3.6,Highly recommended!,Spring,-16.3906,-136.416586
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 3189,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.6,Great for photography!,Winter,9.876495,119.547392
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 3565,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",3.9,Loved the experience!,Summer,-31.277446,-85.201869
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 4716,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.5,Loved the experience!,Autumn,20.88105,-20.113686
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 818,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",3.5,Peaceful and relaxing.,Spring,-86.549414,-62.731014
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 1200,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.0,Peaceful and relaxing.,Spring,51.589142,48.64328
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 4749,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",3.6,Great for photography!,Winter,42.277345,-96.372004
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 397,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.1,Peaceful and relaxing.,Spring,-30.931551,-61.67857
France,Provence-Alpes-Côte d'Azur,Random Place 3 - 1471,"Random Place 3 Road, Provence-Alpes-Côte d'Azur, France",4.7,Highly recommended!,Winter,52.527799,-82.285486
France,Normandy,Random Place 1 - 2321,"Random Place 1 Road, Normandy, France",4.9,Highly recommended!,Autumn,-86.923708,-15.880779
France,Normandy,Random Place 1 - 3484,"Random Place 1 Road, Normandy, France",4.2,Amazing place to visit!,Summer,38.577739,-0.864852
France,Normandy,Random Place 1 - 4099,"Random Place 1 Road, Normandy, France",3.9,Amazing place to visit!,Summer,-28.594301,36.654681
France,Normandy,Random Place 1 - 3876,"Random Place 1 Road, Normandy, France",3.7,Breathtaking view!,Winter,-34.241561,51.412946
France,Normandy,Random Place 1 - 155,"Random Place 1 Road, Normandy, France",4.5,Amazing place to visit!,Spring,1.484549,22.300041
France,Normandy,Random Place 1 - 3055,"Random Place 1 Road, Normandy, France",4.4,Amazing place to visit!,Autumn,28.434911,0.436675
France,Normandy,Random Place 1 - 1400,"Random Place 1 Road, Normandy, France",4.7,A must-visit location!,Winter,-26.395499,138.46495
France,Normandy,Random Place 1 - 4892,"Random Place 1 Road, Normandy, France",5.0,Amazing place to visit!,Summer,-83.630589,150.214787
France,Normandy,Random Place 1 - 4474,"Random Place 1 Road, Normandy, France",4.5,Breathtaking view!,Winter,37.702529,-69.289381
France,Normandy,Random Place 1 - 4851,"Random Place 1 Road, Normandy, France",3.7,Loved the experience!,Spring,40.743568,23.050017
France,Normandy,Random Place 1 - 2814,"Random Place 1 Road, Normandy, France",4.3,Loved the experience!,Summer,42.937746,-66.873923
France,Normandy,Random Place 1 - 3493,"Random Place 1 Road, Normandy, France",4.1,A must-visit location!,Summer,85.953728,97.203482
France,Normandy,Random Place 1 - 3308,"Random Place 1 Road, Normandy, France",4.8,Peaceful and relaxing.,Spring,39.574267,158.477134
France,Normandy,Random Place 1 - 1021,"Random Place 1 Road, Normandy, France",3.7,Highly recommended!,Winter,-12.625672,3.170293
France,Normandy,Random Place 1 - 3385,"Random Place 1 Road, Normandy, France",3.8,Highly recommended!,Spring,-8.339538,123.744795
France,Normandy,Random Place 1 - 1090,"Random Place 1 Road, Normandy, France",3.7,Highly recommended!,Winter,36.682401,105.797397
France,Normandy,Random Place 1 - 581,"Random Place 1 Road, Normandy, France",4.0,Loved the experience!,Autumn,-45.494787,39.487539
France,Normandy,Random Place 1 - 1224,"Random Place 1 Road, Normandy, France",3.6,A must-visit location!,Winter,-52.225878,-11.921216
France,Normandy,Random Place 1 - 4208,"Random Place 1 Road, Normandy, France",3.8,A must-visit location!,Autumn,-70.741783,6.601946
France,Normandy,Random Place 1 - 2722,"Random Place 1 Road, Normandy, France",4.0,Great for photography!,Winter,-29.831572,-150.342015
France,Normandy,Random Place 1 - 495,"Random Place 1 Road, Normandy, France",4.1,Peaceful and relaxing.,Summer,-51.063442,94.311678
France,Normandy,Random Place 1 - 4457,"Random Place 1 Road, Normandy, France",4.3,Breathtaking view!,Summer,-10.412511,-83.018746
France,Normandy,Random Place 1 - 2476,"Random Place 1 Road, Normandy, France",4.1,Peaceful and relaxing.,Summer,20.181829,-123.80495
France,Normandy,Random Place 1 - 327,"Random Place 1 Road, Normandy, France",3.5,Peaceful and relaxing.,Summer,24.907088,45.099466
France,Normandy,Random Place 1 - 130,"Random Place 1 Road, Normandy, France",3.6,Amazing place to visit!,Spring,46.626604,-38.209614
France,Normandy,Random Place 1 - 4165,"Random Place 1 Road, Normandy, France",3.6,Peaceful and relaxing.,Summer,-73.270408,115.650041
France,Normandy,Random Place 1 - 591,"Random Place 1 Road, Normandy, France",4.0,Breathtaking view!,Spring,45.831754,60.801889
France,Normandy,Random Place 1 - 3292,"Random Place 1 Road, Normandy, France",3.6,Highly recommended!,Summer,-10.786377,-65.794137
France,Normandy,Random Place 1 - 4940,"Random Place 1 Road, Normandy, France",4.7,Highly recommended!,Spring,79.456716,35.649861
France,Normandy,Random Place 1 - 4368,"Random Place 1 Road, Normandy, France",3.6,Great for photography!,Spring,64.793913,165.889562
France,Normandy,Random Place 1 - 3119,"Random Place 1 Road, Normandy, France",3.7,Amazing place to visit!,Winter,28.123934,-89.485075
France,Normandy,Random Place 1 - 113,"Random Place 1 Road, Normandy, France",4.5,Breathtaking view!,Autumn,60.646302,119.072985
France,Normandy,Random Place 1 - 415,"Random Place 1 Road, Normandy, France",4.6,Breathtaking view!,Spring,-3.404121,-73.219695
France,Normandy,Random Place 1 - 2063,"Random Place 1 Road, Normandy, France",4.6,Amazing place to visit!,Autumn,51.38374,-118.097731
