Country,State,City,Tourist Place,Address,Image URL,Reviews,Best Visiting Time,Best Visiting Days,Best Visiting Months,Nearby Attractions,Recommended Stay,Google Maps Link
France,Normandy,Caen,Historical Site in Caen,"663 Historical Site St, Caen, Normandy, France","https://source.unsplash.com/400x300/?HistoricalSite,Caen",3.6,Evening,Weekdays,Summer,Nearby Beach,Hostel in Caen,"https://www.google.com/maps/search/Historical+Site+in+Caen,Caen"
USA,California,Los Angeles,Amusement Park in Los Angeles,"466 Amusement Park St, Los Angeles, California, USA","https://source.unsplash.com/400x300/?AmusementPark,LosAngeles",4.3,Afternoon,Weekdays,Winter,Nearby Aquarium,Resort in Los Angeles,"https://www.google.com/maps/search/Amusement+Park+in+Los+Angeles,Los Angeles"
Australia,Victoria,Melbourne,Theme Park in Melbourne,"635 Theme Park St, Melbourne, Victoria, Australia","https://source.unsplash.com/400x300/?ThemePark,Melbourne",4.2,Morning,Weekends,Spring,Nearby Beach,Hostel in Melbourne,"https://www.google.com/maps/search/Theme+Park+in+Melbourne,Melbourne"
France,Provence-Alpes-Côte d'Azur,Marseille,Cultural Center in Marseille,"953 Cultural Center St, Marseille, Provence-Alpes-Côte d'Azur, France","https://source.unsplash.com/400x300/?CulturalCenter,Marseille",4.7,Evening,Weekdays,Spring,Nearby Museum,Hostel in Marseille,"https://www.google.com/maps/search/Cultural+Center+in+Marseille,Marseille"
India,Tamil Nadu,Madurai,Aquarium in Madurai,"329 Aquarium St, Madurai, Tamil Nadu, India","https://source.unsplash.com/400x300/?Aquarium,Madurai",4.6,Morning,Weekends,Summer,Nearby Cultural Center,Resort in Madurai,"https://www.google.com/maps/search/Aquarium+in+Madurai,Madurai"
France,Normandy,Rouen,Temple in Rouen,"153 Temple St, Rouen, Normandy, France","https://source.unsplash.com/400x300/?Temple,Rouen",4.4,Afternoon,Weekdays,Autumn,Nearby Zoo,Resort in Rouen,"https://www.google.com/maps/search/Temple+in+Rouen,Rouen"
India,Kerala,Kochi,Theme Park in Kochi,"957 Theme Park St, Kochi, Kerala, India","https://source.unsplash.com/400x300/?ThemePark,Kochi",4.6,Afternoon,Weekdays,Summer,Nearby Historical Site,Hostel in Kochi,"https://www.google.com/maps/search/Theme+Park+in+Kochi,Kochi"
France,Provence-Alpes-Côte d'Azur,Marseille,Beach in Marseille,"183 Beach St, Marseille, Provence-Alpes-Côte d'Azur, France","https://source.unsplash.com/400x300/?Beach,Marseille",4.9,Morning,Weekdays,Summer,Nearby Theme Park,Hotel in Marseille,"https://www.google.com/maps/search/Beach+in+Marseille,Marseille"
India,Kerala,Kochi,Waterfall in Kochi,"94 Waterfall St, Kochi, Kerala, India","https://source.unsplash.com/400x300/?Waterfall,Kochi",3.5,Evening,Weekends,Spring,Nearby Museum,Hotel in Kochi,"https://www.google.com/maps/search/Waterfall+in+Kochi,Kochi"
India,Tamil Nadu,Madurai,Shopping Mall in Madurai,"862 Shopping Mall St, Madurai, Tamil Nadu, India","https://source.unsplash.com/400x300/?ShoppingMall,Madurai",4.5,Evening,Anytime,Summer,Nearby Beach,Hotel in Madurai,"https://www.google.com/maps/search/Shopping+Mall+in+Madurai,Madurai"
Australia,Queensland,Gold Coast,Historical Site in Gold Coast,"49 Historical Site St, Gold Coast, Queensland, Australia","https://source.unsplash.com/400x300/?HistoricalSite,GoldCoast",4.6,Morning,Weekends,Summer,Nearby Botanical Garden,Hotel in Gold Coast,"https://www.google.com/maps/search/Historical+Site+in+Gold+Coast,Gold Coast"
India,Rajasthan,Jaipur,Cultural Center in Jaipur,"102 Cultural Center St, Jaipur, Rajasthan, India","https://source.unsplash.com/400x300/?CulturalCenter,Jaipur",4.3,Afternoon,Weekends,Summer,Nearby Amusement Park,Hostel in Jaipur,"https://www.google.com/maps/search/Cultural+Center+in+Jaipur,Jaipur"
USA,Florida,Tampa,Botanical Garden in Tampa,"834 Botanical Garden St, Tampa, Florida, USA","https://source.unsplash.com/400x300/?BotanicalGarden,Tampa",3.9,Evening,Weekends,Spring,Nearby Historical Site,Hotel in Tampa,"https://www.google.com/maps/search/Botanical+Garden+in+Tampa,Tampa"
USA,Florida,Orlando,Cultural Center in Orlando,"1 Cultural Center St, Orlando, Florida, USA","https://source.unsplash.com/400x300/?CulturalCenter,Orlando",4.5,Afternoon,Anytime,Autumn,Nearby Cultural Center,Hostel in Orlando,"https://www.google.com/maps/search/Cultural+Center+in+Orlando,Orlando"
France,Provence-Alpes-Côte d'Azur,Marseille,Wildlife Sanctuary in Marseille,"5 Wildlife Sanctuary St, Marseille, Provence-Alpes-Côte d'Azur, France","https://source.unsplash.com/400x300/?WildlifeSanctuary,Marseille",4.9,Evening,Weekends,Autumn,Nearby Zoo,Hotel in Marseille,"https://www.google.com/maps/search/Wildlife+Sanctuary+in+Marseille,Marseille"
USA,California,Los Angeles,Historical Site in Los Angeles,"527 Historical Site St, Los Angeles, California, USA","https://source.unsplash.com/400x300/?HistoricalSite,LosAngeles",4.7,Morning,Anytime,Autumn,Nearby Wildlife Sanctuary,Hostel in Los Angeles,"https://www.google.com/maps/search/Historical+Site+in+Los+Angeles,Los Angeles"
India,Rajasthan,Udaipur,Zoo in Udaipur,"303 Zoo St, Udaipur, Rajasthan, India","https://source.unsplash.com/400x300/?Zoo,Udaipur",3.9,Morning,Anytime,Winter,Nearby Amusement Park,Resort in Udaipur,"https://www.google.com/maps/search/Zoo+in+Udaipur,Udaipur"
Japan,Hokkaido,Hakodate,Temple in Hakodate,"756 Temple St, Hakodate, Hokkaido, Japan","https://source.unsplash.com/400x300/?Temple,Hakodate",4.1,Morning,Anytime,Summer,Nearby Historical Site,Hotel in Hakodate,"https://www.google.com/maps/search/Temple+in+Hakodate,Hakodate"
France,Normandy,Caen,Mountain in Caen,"302 Mountain St, Caen, Normandy, France","https://source.unsplash.com/400x300/?Mountain,Caen",5.0,Morning,Weekdays,Spring,Nearby Amusement Park,Hostel in Caen,"https://www.google.com/maps/search/Mountain+in+Caen,Caen"
Japan,Kyoto,Arashiyama,Botanical Garden in Arashiyama,"761 Botanical Garden St, Arashiyama, Kyoto, Japan","https://source.unsplash.com/400x300/?BotanicalGarden,Arashiyama",3.9,Afternoon,Weekends,Summer,Nearby Historical Site,Hostel in Arashiyama,"https://www.google.com/maps/search/Botanical+Garden+in+Arashiyama,Arashiyama"
India,Rajasthan,Jaipur,Temple in Jaipur,"293 Temple St, Jaipur, Rajasthan, India","https://source.unsplash.com/400x300/?Temple,Jaipur",3.9,Morning,Weekdays,Spring,Nearby Amusement Park,Hostel in Jaipur,"https://www.google.com/maps/search/Temple+in+Jaipur,Jaipur"
Japan,Kyoto,Arashiyama,Theme Park in Arashiyama,"417 Theme Park St, Arashiyama, Kyoto, Japan","https://source.unsplash.com/400x300/?ThemePark,Arashiyama",4.9,Afternoon,Weekends,Summer,Nearby Historical Site,Hostel in Arashiyama,"https://www.google.com/maps/search/Theme+Park+in+Arashiyama,Arashiyama"
USA,California,Los Angeles,Historical Site in Los Angeles,"702 Historical Site St, Los Angeles, California, USA","https://source.unsplash.com/400x300/?HistoricalSite,LosAngeles",5.0,Afternoon,Weekends,Spring,Nearby Wildlife Sanctuary,Resort in Los Angeles,"https://www.google.com/maps/search/Historical+Site+in+Los+Angeles,Los Angeles"
USA,Texas,Austin,Zoo in Austin,"762 Zoo St, Austin, Texas, USA","https://source.unsplash.com/400x300/?Zoo,Austin",4.6,Morning,Anytime,Winter,Nearby Cultural Center,Resort in Austin,"https://www.google.com/maps/search/Zoo+in+Austin,Austin"
France,Provence-Alpes-Côte d'Azur,Marseille,Mountain in Marseille,"523 Mountain St, Marseille, Provence-Alpes-Côte d'Azur, France","https://source.unsplash.com/400x300/?Mountain,Marseille",4.0,Evening,Weekends,Autumn,Nearby Wildlife Sanctuary,Resort in Marseille,"https://www.google.com/maps/search/Mountain+in+Marseille,Marseille"
India,Tamil Nadu,Madurai,Zoo in Madurai,"166 Zoo St, Madurai, Tamil Nadu, India","https://source.unsplash.com/400x300/?Zoo,Madurai",5.0,Morning,Weekdays,Winter,Nearby Historical Site,Hotel in Madurai,"https://www.google.com/maps/search/Zoo+in+Madurai,Madurai"
India,Maharashtra,Mumbai,Zoo in Mumbai,"208 Zoo St, Mumbai, Maharashtra, India","https://source.unsplash.com/400x300/?Zoo,Mumbai",4.0,Afternoon,Weekends,Autumn,Nearby Temple,Resort in Mumbai,"https://www.google.com/maps/search/Zoo+in+Mumbai,Mumbai"
Australia,Queensland,Gold Coast,Beach in Gold Coast,"597 Beach St, Gold Coast, Queensland, Australia","https://source.unsplash.com/400x300/?Beach,GoldCoast",3.9,Morning,Anytime,Spring,Nearby Botanical Garden,Resort in Gold Coast,"https://www.google.com/maps/search/Beach+in+Gold+Coast,Gold Coast"
Japan,Osaka,Dotonbori,Temple in Dotonbori,"867 Temple St, Dotonbori, Osaka, Japan","https://source.unsplash.com/400x300/?Temple,Dotonbori",3.6,Morning,Weekdays,Summer,Nearby Beach,Hostel in Dotonbori,"https://www.google.com/maps/search/Temple+in+Dotonbori,Dotonbori"
France,Provence-Alpes-Côte d'Azur,Nice,Historical Site in Nice,"964 Historical Site St, Nice, Provence-Alpes-Côte d'Azur, France","https://source.unsplash.com/400x300/?HistoricalSite,Nice",3.8,Afternoon,Weekdays,Summer,Nearby Mountain,Hotel in Nice,"https://www.google.com/maps/search/Historical+Site+in+Nice,Nice"
Japan,Tokyo,Shibuya,Theme Park in Shibuya,"515 Theme Park St, Shibuya, Tokyo, Japan","https://source.unsplash.com/400x300/?ThemePark,Shibuya",4.9,Evening,Anytime,Spring,Nearby Temple,Hotel in Shibuya,"https://www.google.com/maps/search/Theme+Park+in+Shibuya,Shibuya"
India,Kerala,Thiruvananthapuram,Beach in Thiruvananthapuram,"461 Beach St, Thiruvananthapuram, Kerala, India","https://source.unsplash.com/400x300/?Beach,Thiruvananthapuram",3.7,Morning,Weekdays,Summer,Nearby Amusement Park,Hotel in Thiruvananthapuram,"https://www.google.com/maps/search/Beach+in+Thiruvananthapuram,Thiruvananthapuram"
France,Île-de-France,Paris,Zoo in Paris,"690 Zoo St, Paris, Île-de-France, France","https://source.unsplash.com/400x300/?Zoo,Paris",4.0,Morning,Anytime,Winter,Nearby Mountain,Hostel in Paris,"https://www.google.com/maps/search/Zoo+in+Paris,Paris"
Japan,Kyoto,Arashiyama,Botanical Garden in Arashiyama,"248 Botanical Garden St, Arashiyama, Kyoto, Japan","https://source.unsplash.com/400x300/?BotanicalGarden,Arashiyama",3.9,Afternoon,Anytime,Autumn,Nearby Theme Park,Hotel in Arashiyama,"https://www.google.com/maps/search/Botanical+Garden+in+Arashiyama,Arashiyama"
Australia,New South Wales,Sydney,Museum in Sydney,"956 Museum St, Sydney, New South Wales, Australia","https://source.unsplash.com/400x300/?Museum,Sydney",3.9,Evening,Weekends,Spring,Nearby Wildlife Sanctuary,Resort in Sydney,"https://www.google.com/maps/search/Museum+in+Sydney,Sydney"
Australia,Queensland,Brisbane,Waterfall in Brisbane,"227 Waterfall St, Brisbane, Queensland, Australia","https://source.unsplash.com/400x300/?Waterfall,Brisbane",4.6,Evening,Weekdays,Winter,Nearby Zoo,Hotel in Brisbane,"https://www.google.com/maps/search/Waterfall+in+Brisbane,Brisbane"
Australia,New South Wales,Sydney,Historical Site in Sydney,"772 Historical Site St, Sydney, New South Wales, Australia","https://source.unsplash.com/400x300/?HistoricalSite,Sydney",4.3,Evening,Anytime,Autumn,Nearby Amusement Park,Hotel in Sydney,"https://www.google.com/maps/search/Historical+Site+in+Sydney,Sydney"
USA,Florida,Orlando,Zoo in Orlando,"353 Zoo St, Orlando, Florida, USA","https://source.unsplash.com/400x300/?Zoo,Orlando",4.5,Morning,Anytime,Summer,Nearby Cultural Center,Resort in Orlando,"https://www.google.com/maps/search/Zoo+in+Orlando,Orlando"
India,Rajasthan,Jaipur,Aquarium in Jaipur,"844 Aquarium St, Jaipur, Rajasthan, India","https://source.unsplash.com/400x300/?Aquarium,Jaipur",3.5,Morning,Anytime,Winter,Nearby Museum,Hostel in Jaipur,"https://www.google.com/maps/search/Aquarium+in+Jaipur,Jaipur"
Japan,Osaka,Namba,Amusement Park in Namba,"628 Amusement Park St, Namba, Osaka, Japan","https://source.unsplash.com/400x300/?AmusementPark,Namba",4.5,Evening,Weekends,Spring,Nearby Mountain,Resort in Namba,"https://www.google.com/maps/search/Amusement+Park+in+Namba,Namba"
Japan,Kyoto,Gion,Museum in Gion,"440 Museum St, Gion, Kyoto, Japan","https://source.unsplash.com/400x300/?Museum,Gion",4.2,Evening,Weekends,Summer,Nearby Beach,Resort in Gion,"https://www.google.com/maps/search/Museum+in+Gion,Gion"
Australia,Victoria,Melbourne,Aquarium in Melbourne,"134 Aquarium St, Melbourne, Victoria, Australia","https://source.unsplash.com/400x300/?Aquarium,Melbourne",4.9,Morning,Anytime,Winter,Nearby Wildlife Sanctuary,Resort in Melbourne,"https://www.google.com/maps/search/Aquarium+in+Melbourne,Melbourne"
India,Rajasthan,Udaipur,Wildlife Sanctuary in Udaipur,"81 Wildlife Sanctuary St, Udaipur, Rajasthan, India","https://source.unsplash.com/400x300/?WildlifeSanctuary,Udaipur",4.3,Evening,Anytime,Spring,Nearby Shopping Mall,Hotel in Udaipur,"https://www.google.com/maps/search/Wildlife+Sanctuary+in+Udaipur,Udaipur"
Japan,Hokkaido,Sapporo,Shopping Mall in Sapporo,"477 Shopping Mall St, Sapporo, Hokkaido, Japan","https://source.unsplash.com/400x300/?ShoppingMall,Sapporo",4.8,Morning,Anytime,Summer,Nearby Mountain,Resort in Sapporo,"https://www.google.com/maps/search/Shopping+Mall+in+Sapporo,Sapporo"
France,Normandy,Caen,Wildlife Sanctuary in Caen,"5 Wildlife Sanctuary St, Caen, Normandy, France","https://source.unsplash.com/400x300/?WildlifeSanctuary,Caen",3.6,Evening,Weekends,Autumn,Nearby Cultural Center,Hotel in Caen,"https://www.google.com/maps/search/Wildlife+Sanctuary+in+Caen,Caen"
Australia,New South Wales,Sydney,Amusement Park in Sydney,"817 Amusement Park St, Sydney, New South Wales, Australia","https://source.unsplash.com/400x300/?AmusementPark,Sydney",4.4,Morning,Anytime,Winter,Nearby Wildlife Sanctuary,Hostel in Sydney,"https://www.google.com/maps/search/Amusement+Park+in+Sydney,Sydney"
France,Île-de-France,Paris,Museum in Paris,"898 Museum St, Paris, Île-de-France, France","https://source.unsplash.com/400x300/?Museum,Paris",4.3,Morning,Anytime,Summer,Nearby Botanical Garden,Hotel in Paris,"https://www.google.com/maps/search/Museum+in+Paris,Paris"
India,Tamil Nadu,Madurai,Amusement Park in Madurai,"284 Amusement Park St, Madurai, Tamil Nadu, India","https://source.unsplash.com/400x300/?AmusementPark,Madurai",3.5,Morning,Weekends,Spring,Nearby Botanical Garden,Hotel in Madurai,"https://www.google.com/maps/search/Amusement+Park+in+Madurai,Madurai"
India,Rajasthan,Udaipur,Temple in Udaipur,"588 Temple St, Udaipur, Rajasthan, India","https://source.unsplash.com/400x300/?Temple,Udaipur",4.8,Evening,Weekdays,Winter,Nearby Mountain,Resort in Udaipur,"https://www.google.com/maps/search/Temple+in+Udaipur,Udaipur"
India,Rajasthan,Jodhpur,Wildlife Sanctuary in Jodhpur,"297 Wildlife Sanctuary St, Jodhpur, Rajasthan, India","https://source.unsplash.com/400x300/?WildlifeSanctuary,Jodhpur",4.3,Evening,Weekdays,Autumn,Nearby Temple,Hostel in Jodhpur,"https://www.google.com/maps/search/Wildlife+Sanctuary+in+Jodhpur,Jodhpur"
India,Rajasthan,Jodhpur,Zoo in Jodhpur,"377 Zoo St, Jodhpur, Rajasthan, India","https://source.unsplash.com/400x300/?Zoo,Jodhpur",3.9,Afternoon,Weekends,Spring,Nearby Cultural Center,Resort in Jodhpur,"https://www.google.com/maps/search/Zoo+in+Jodhpur,Jodhpur"
Australia,Queensland,Brisbane,Theme Park in Brisbane,"247 Theme Park St, Brisbane, Queensland, Australia","https://source.unsplash.com/400x300/?ThemePark,Brisbane",3.7,Morning,Weekdays,Spring,Nearby Aquarium,Resort in Brisbane,"https://www.google.com/maps/search/Theme+Park+in+Brisbane,Brisbane"
Australia,Victoria,Geelong,Botanical Garden in Geelong,"138 Botanical Garden St, Geelong, Victoria, Australia","https://source.unsplash.com/400x300/?BotanicalGarden,Geelong",3.6,Morning,Weekends,Autumn,Nearby Waterfall,Hotel in Geelong,"https://www.google.com/maps/search/Botanical+Garden+in+Geelong,Geelong"
Australia,New South Wales,Sydney,Museum in Sydney,"838 Museum St, Sydney, New South Wales, Australia","https://source.unsplash.com/400x300/?Museum,Sydney",3.6,Morning,Anytime,Summer,Nearby Wildlife Sanctuary,Resort in Sydney,"https://www.google.com/maps/search/Museum+in+Sydney,Sydney"
Australia,New South Wales,Sydney,Wildlife Sanctuary in Sydney,"369 Wildlife Sanctuary St, Sydney, New South Wales, Australia","https://source.unsplash.com/400x300/?WildlifeSanctuary,Sydney",4.9,Evening,Anytime,Autumn,Nearby Museum,Resort in Sydney,"https://www.google.com/maps/search/Wildlife+Sanctuary+in+Sydney,Sydney"
India,Rajasthan,Jaipur,Waterfall in Jaipur,"21 Waterfall St, Jaipur, Rajasthan, India","https://source.unsplash.com/400x300/?Waterfall,Jaipur",4.4,Morning,Weekdays,Autumn,Nearby Wildlife Sanctuary,Hostel in Jaipur,"https://www.google.com/maps/search/Waterfall+in+Jaipur,Jaipur"
USA,Texas,Houston,Historical Site in Houston,"625 Historical Site St, Houston, Texas, USA","https://source.unsplash.com/400x300/?HistoricalSite,Houston",4.4,Afternoon,Weekends,Spring,Nearby Botanical Garden,Hotel in Houston,"https://www.google.com/maps/search/Historical+Site+in+Houston,Houston"
France,Île-de-France,Paris,Shopping Mall in Paris,"36 Shopping Mall St, Paris, Île-de-France, France","https://source.unsplash.com/400x300/?ShoppingMall,Paris",4.2,Afternoon,Weekends,Spring,Nearby Beach,Hotel in Paris,"https://www.google.com/maps/search/Shopping+Mall+in+Paris,Paris"
France,Île-de-France,Versailles,Botanical Garden in Versailles,"553 Botanical Garden St, Versailles, Île-de-France, France","https://source.unsplash.com/400x300/?BotanicalGarden,Versailles",3.6,Afternoon,Anytime,Spring,Nearby Historical Site,Resort in Versailles,"https://www.google.com/maps/search/Botanical+Garden+in+Versailles,Versailles"
Australia,New South Wales,Newcastle,Cultural Center in Newcastle,"473 Cultural Center St, Newcastle, New South Wales, Australia","https://source.unsplash.com/400x300/?CulturalCenter,Newcastle",3.7,Afternoon,Weekdays,Summer,Nearby Theme Park,Resort in Newcastle,"https://www.google.com/maps/search/Cultural+Center+in+Newcastle,Newcastle"
France,Normandy,Rouen,Theme Park in Rouen,"718 Theme Park St, Rouen, Normandy, France","https://source.unsplash.com/400x300/?ThemePark,Rouen",3.9,Morning,Weekends,Autumn,Nearby Mountain,Hotel in Rouen,"https://www.google.com/maps/search/Theme+Park+in+Rouen,Rouen"
Japan,Osaka,Dotonbori,Cultural Center in Dotonbori,"340 Cultural Center St, Dotonbori, Osaka, Japan","https://source.unsplash.com/400x300/?CulturalCenter,Dotonbori",3.6,Evening,Anytime,Summer,Nearby Aquarium,Hostel in Dotonbori,"https://www.google.com/maps/search/Cultural+Center+in+Dotonbori,Dotonbori"
Japan,Hokkaido,Sapporo,Museum in Sapporo,"466 Museum St, Sapporo, Hokkaido, Japan","https://source.unsplash.com/400x300/?Museum,Sapporo",4.6,Afternoon,Anytime,Spring,Nearby Botanical Garden,Hotel in Sapporo,"https://www.google.com/maps/search/Museum+in+Sapporo,Sapporo"
USA,California,San Diego,Historical Site in San Diego,"158 Historical Site St, San Diego, California, USA","https://source.unsplash.com/400x300/?HistoricalSite,SanDiego",4.4,Morning,Anytime,Summer,Nearby Waterfall,Hostel in San Diego,"https://www.google.com/maps/search/Historical+Site+in+San+Diego,San Diego"
France,Normandy,Rouen,Temple in Rouen,"824 Temple St, Rouen, Normandy, France","https://source.unsplash.com/400x300/?Temple,Rouen",4.6,Morning,Anytime,Autumn,Nearby Beach,Resort in Rouen,"https://www.google.com/maps/search/Temple+in+Rouen,Rouen"
Australia,New South Wales,Sydney,Wildlife Sanctuary in Sydney,"865 Wildlife Sanctuary St, Sydney, New South Wales, Australia","https://source.unsplash.com/400x300/?WildlifeSanctuary,Sydney",4.3,Morning,Weekdays,Summer,Nearby Zoo,Resort in Sydney,"https://www.google.com/maps/search/Wildlife+Sanctuary+in+Sydney,Sydney"
France,Normandy,Caen,Amusement Park in Caen,"144 Amusement Park St, Caen, Normandy, France","https://source.unsplash.com/400x300/?AmusementPark,Caen",5.0,Evening,Weekdays,Autumn,Nearby Botanical Garden,Resort in Caen,"https://www.google.com/maps/search/Amusement+Park+in+Caen,Caen"
Japan,Hokkaido,Hakodate,Wildlife Sanctuary in Hakodate,"692 Wildlife Sanctuary St, Hakodate, Hokkaido, Japan","https://source.unsplash.com/400x300/?WildlifeSanctuary,Hakodate",4.8,Evening,Weekdays,Autumn,Nearby Temple,Hostel in Hakodate,"https://www.google.com/maps/search/Wildlife+Sanctuary+in+Hakodate,Hakodate"
India,Maharashtra,Nagpur,Amusement Park in Nagpur,"164 Amusement Park St, Nagpur, Maharashtra, India","https://source.unsplash.com/400x300/?AmusementPark,Nagpur",4.2,Afternoon,Weekends,Summer,Nearby Shopping Mall,Hotel in Nagpur,"https://www.google.com/maps/search/Amusement+Park+in+Nagpur,Nagpur"
USA,New York,New York City,Museum in New York City,"929 Museum St, New York City, New York, USA","https://source.unsplash.com/400x300/?Museum,NewYorkCity",4.8,Evening,Weekdays,Spring,Nearby Aquarium,Hostel in New York City,"https://www.google.com/maps/search/Museum+in+New+York+City,New York City"
India,Maharashtra,Nagpur,Beach in Nagpur,"974 Beach St, Nagpur, Maharashtra, India","https://source.unsplash.com/400x300/?Beach,Nagpur",3.5,Evening,Anytime,Winter,Nearby Zoo,Hotel in Nagpur,"https://www.google.com/maps/search/Beach+in+Nagpur,Nagpur"
Australia,Victoria,Melbourne,Theme Park in Melbourne,"150 Theme Park St, Melbourne, Victoria, Australia","https://source.unsplash.com/400x300/?ThemePark,Melbourne",4.0,Morning,Weekends,Spring,Nearby Shopping Mall,Hostel in Melbourne,"https://www.google.com/maps/search/Theme+Park+in+Melbourne,Melbourne"
Japan,Hokkaido,Hakodate,Cultural Center in Hakodate,"114 Cultural Center St, Hakodate, Hokkaido, Japan","https://source.unsplash.com/400x300/?CulturalCenter,Hakodate",3.7,Afternoon,Weekdays,Winter,Nearby Beach,Hotel in Hakodate,"https://www.google.com/maps/search/Cultural+Center+in+Hakodate,Hakodate"
Japan,Tokyo,Shibuya,Historical Site in Shibuya,"598 Historical Site St, Shibuya, Tokyo, Japan","https://source.unsplash.com/400x300/?HistoricalSite,Shibuya",3.9,Evening,Weekdays,Autumn,Nearby Zoo,Resort in Shibuya,"https://www.google.com/maps/search/Historical+Site+in+Shibuya,Shibuya"
Australia,Victoria,Geelong,Aquarium in Geelong,"924 Aquarium St, Geelong, Victoria, Australia","https://source.unsplash.com/400x300/?Aquarium,Geelong",4.0,Morning,Weekends,Autumn,Nearby Temple,Hotel in Geelong,"https://www.google.com/maps/search/Aquarium+in+Geelong,Geelong"
India,Rajasthan,Udaipur,Zoo in Udaipur,"729 Zoo St, Udaipur, Rajasthan, India","https://source.unsplash.com/400x300/?Zoo,Udaipur",4.0,Afternoon,Weekdays,Winter,Nearby Aquarium,Hostel in Udaipur,"https://www.google.com/maps/search/Zoo+in+Udaipur,Udaipur"
India,Tamil Nadu,Madurai,Cultural Center in Madurai,"948 Cultural Center St, Madurai, Tamil Nadu, India","https://source.unsplash.com/400x300/?CulturalCenter,Madurai",4.1,Evening,Anytime,Summer,Nearby Temple,Resort in Madurai,"https://www.google.com/maps/search/Cultural+Center+in+Madurai,Madurai"
India,Tamil Nadu,Madurai,Theme Park in Madurai,"211 Theme Park St, Madurai, Tamil Nadu, India","https://source.unsplash.com/400x300/?ThemePark,Madurai",4.5,Evening,Anytime,Autumn,Nearby Shopping Mall,Hostel in Madurai,"https://www.google.com/maps/search/Theme+Park+in+Madurai,Madurai"
USA,Texas,Dallas,Shopping Mall in Dallas,"770 Shopping Mall St, Dallas, Texas, USA","https://source.unsplash.com/400x300/?ShoppingMall,Dallas",5.0,Morning,Anytime,Spring,Nearby Shopping Mall,Hotel in Dallas,"https://www.google.com/maps/search/Shopping+Mall+in+Dallas,Dallas"
Australia,Queensland,Brisbane,Temple in Brisbane,"809 Temple St, Brisbane, Queensland, Australia","https://source.unsplash.com/400x300/?Temple,Brisbane",4.5,Morning,Anytime,Summer,Nearby Museum,Hotel in Brisbane,"https://www.google.com/maps/search/Temple+in+Brisbane,Brisbane"
USA,New York,Buffalo,Beach in Buffalo,"62 Beach St, Buffalo, New York, USA","https://source.unsplash.com/400x300/?Beach,Buffalo",3.5,Evening,Anytime,Summer,Nearby Historical Site,Hotel in Buffalo,"https://www.google.com/maps/search/Beach+in+Buffalo,Buffalo"
Japan,Kyoto,Gion,Historical Site in Gion,"994 Historical Site St, Gion, Kyoto, Japan","https://source.unsplash.com/400x300/?HistoricalSite,Gion",3.9,Evening,Weekends,Spring,Nearby Amusement Park,Hostel in Gion,"https://www.google.com/maps/search/Historical+Site+in+Gion,Gion"
Australia,Victoria,Geelong,Museum in Geelong,"896 Museum St, Geelong, Victoria, Australia","https://source.unsplash.com/400x300/?Museum,Geelong",3.9,Morning,Weekends,Autumn,Nearby Amusement Park,Resort in Geelong,"https://www.google.com/maps/search/Museum+in+Geelong,Geelong"
France,Île-de-France,Versailles,Zoo in Versailles,"359 Zoo St, Versailles, Île-de-France, France","https://source.unsplash.com/400x300/?Zoo,Versailles",3.7,Morning,Weekends,Autumn,Nearby Cultural Center,Hotel in Versailles,"https://www.google.com/maps/search/Zoo+in+Versailles,Versailles"
India,Maharashtra,Mumbai,Zoo in Mumbai,"206 Zoo St, Mumbai, Maharashtra, India","https://source.unsplash.com/400x300/?Zoo,Mumbai",4.1,Afternoon,Weekends,Autumn,Nearby Zoo,Hostel in Mumbai,"https://www.google.com/maps/search/Zoo+in+Mumbai,Mumbai"
France,Île-de-France,Versailles,Aquarium in Versailles,"127 Aquarium St, Versailles, Île-de-France, France","https://source.unsplash.com/400x300/?Aquarium,Versailles",4.8,Morning,Anytime,Summer,Nearby Zoo,Resort in Versailles,"https://www.google.com/maps/search/Aquarium+in+Versailles,Versailles"
India,Kerala,Kochi,Beach in Kochi,"757 Beach St, Kochi, Kerala, India","https://source.unsplash.com/400x300/?Beach,Kochi",3.6,Morning,Weekends,Spring,Nearby Theme Park,Hotel in Kochi,"https://www.google.com/maps/search/Beach+in+Kochi,Kochi"
USA,Florida,Tampa,Amusement Park in Tampa,"981 Amusement Park St, Tampa, Florida, USA","https://source.unsplash.com/400x300/?AmusementPark,Tampa",4.1,Afternoon,Anytime,Autumn,Nearby Museum,Hotel in Tampa,"https://www.google.com/maps/search/Amusement+Park+in+Tampa,Tampa"
Japan,Osaka,Namba,Mountain in Namba,"67 Mountain St, Namba, Osaka, Japan","https://source.unsplash.com/400x300/?Mountain,Namba",4.7,Afternoon,Weekends,Spring,Nearby Beach,Hotel in Namba,"https://www.google.com/maps/search/Mountain+in+Namba,Namba"
India,Tamil Nadu,Coimbatore,Shopping Mall in Coimbatore,"299 Shopping Mall St, Coimbatore, Tamil Nadu, India","https://source.unsplash.com/400x300/?ShoppingMall,Coimbatore",4.5,Morning,Weekdays,Spring,Nearby Waterfall,Resort in Coimbatore,"https://www.google.com/maps/search/Shopping+Mall+in+Coimbatore,Coimbatore"
